subjID,targetWord,age,sex,dist,t2_correct,site
id0105,orchidee,4.917180013689254,m,other,0,lg
id0105,kajak,4.917180013689254,m,semantic,1,lg
id0105,hummer,4.917180013689254,m,other,0,lg
id0105,nelke,4.917180013689254,m,other,0,lg
id0105,flunder,4.917180013689254,m,semantic,0,lg
id0158,rucola,5.806981519507187,m,other,0,lg
id0158,orchidee,5.806981519507187,m,other,0,lg
id0158,nelke,5.806981519507187,m,semantic,0,lg
id0159,chor,3.8302532511978096,m,other,0,lg
id0159,rucola,3.8302532511978096,m,semantic,0,lg
id0159,ozean,3.8302532511978096,m,other,1,lg
id0159,pfifferling,3.8302532511978096,m,semantic,0,lg
id0159,ruine,3.8302532511978096,m,semantic,0,lg
id0159,labyrinth,3.8302532511978096,m,other,1,lg
id0159,orchidee,3.8302532511978096,m,other,0,lg
id0159,kajak,3.8302532511978096,m,other,1,lg
id0159,nelke,3.8302532511978096,m,other,0,lg
id0159,cello,3.8302532511978096,m,semantic,0,lg
id0032,rucola,4.002737850787132,f,other,1,lg
id0032,gazelle,4.002737850787132,f,other,1,lg
id0032,kajak,4.002737850787132,f,other,0,lg
id0032,flunder,4.002737850787132,f,other,1,lg
id0032,cello,4.002737850787132,f,semantic,0,lg
id0154,ozean,4.016427104722792,m,other,0,lg
id0154,pfifferling,4.016427104722792,m,semantic,1,lg
id0154,ruine,4.016427104722792,m,other,1,lg
id0154,orchidee,4.016427104722792,m,other,1,lg
id0154,kajak,4.016427104722792,m,other,0,lg
id0154,hummer,4.016427104722792,m,semantic,1,lg
id0154,flunder,4.016427104722792,m,other,0,lg
id0154,cello,4.016427104722792,m,other,1,lg
id0162,rucola,5.823408624229979,f,other,1,lg
id0162,gazelle,5.823408624229979,f,other,0,lg
id0162,hummer,5.823408624229979,f,semantic,1,lg
id0162,nelke,5.823408624229979,f,semantic,1,lg
id0162,cello,5.823408624229979,f,semantic,1,lg
id0115,chor,4.2217659137577,f,other,0,lg
id0115,ventilator,4.2217659137577,f,semantic,1,lg
id0115,rucola,4.2217659137577,f,semantic,1,lg
id0115,palme,4.2217659137577,f,semantic,1,lg
id0115,ozean,4.2217659137577,f,other,0,lg
id0115,gazelle,4.2217659137577,f,other,0,lg
id0115,ruine,4.2217659137577,f,semantic,1,lg
id0115,labyrinth,4.2217659137577,f,other,0,lg
id0115,hummer,4.2217659137577,f,other,0,lg
id0115,nelke,4.2217659137577,f,other,0,lg
id0115,cello,4.2217659137577,f,other,0,lg
id0166,rucola,4.870636550308008,f,other,0,lg
id0166,flunder,4.870636550308008,f,other,0,lg
id0166,cello,4.870636550308008,f,semantic,1,lg
id0149,chor,5.229295003422314,m,other,0,lg
id0149,gazelle,5.229295003422314,m,other,0,lg
id0149,pfifferling,5.229295003422314,m,other,0,lg
id0149,ruine,5.229295003422314,m,other,0,lg
id0149,zucchini,5.229295003422314,m,other,0,lg
id0149,kajak,5.229295003422314,m,other,1,lg
id0149,nelke,5.229295003422314,m,other,1,lg
id0149,flunder,5.229295003422314,m,other,0,lg
id0149,cello,5.229295003422314,m,other,0,lg
id0174,elch,4.531143052703627,f,semantic,1,lg
id0174,rucola,4.531143052703627,f,other,0,lg
id0174,kajak,4.531143052703627,f,other,0,lg
id0174,cello,4.531143052703627,f,other,1,lg
